Product,Sku,Outlet,Count,Value,Avg. Item Value,Reorder point
Cantina Burgundy Decanter,10663,Blackmarket,0.00000,0.00000,40.00000,0.00000
Cantina Burgundy Decanter,10663,Head Office,0.00000,0.00000,40.00000,0.00000
Cantina Burgundy Decanter,10663,Parnell,0.00000,0.00000,40.00000,0.00000
Cantina Burgundy Decanter,10663,Penrose,0.00000,0.00000,40.00000,0.00000
Cantina Burgundy Decanter,10663,Ponsonby,0.00000,0.00000,40.00000,0.00000
Escaravailles Cotes du Rhone Sablieres,12486,Blackmarket,-69.00000,-683.78998,9.91000,0.00000
Escaravailles Cotes du Rhone Sablieres,12486,Head Office,-24.00000,-237.84000,9.91000,0.00000
Escaravailles Cotes du Rhone Sablieres,12486,Parnell,-29.00000,-287.39001,9.91000,0.00000
Escaravailles Cotes du Rhone Sablieres,12486,Penrose,158.00000,1565.78003,9.91000,0.00000
Escaravailles Cotes du Rhone Sablieres,12486,Ponsonby,-12.00000,-118.92000,9.91000,0.00000
Yellow Tail Cabernet Merlot,14267,Blackmarket,-12.00000,-97.56000,8.13000,0.00000
Yellow Tail Cabernet Merlot,14267,Head Office,0.00000,0.00000,8.13000,0.00000
Yellow Tail Cabernet Merlot,14267,Parnell,0.00000,0.00000,8.13000,0.00000
Yellow Tail Cabernet Merlot,14267,Penrose,6.00000,48.78000,8.13000,0.00000
Yellow Tail Cabernet Merlot,14267,Ponsonby,0.00000,0.00000,8.13000,0.00000
Dom Sainte-Anne St Gervais Mourillons,14284,Blackmarket,0.00000,0.00000,17.65000,0.00000
Dom Sainte-Anne St Gervais Mourillons,14284,Head Office,0.00000,0.00000,17.65000,0.00000
Dom Sainte-Anne St Gervais Mourillons,14284,Parnell,0.00000,0.00000,17.65000,0.00000
Dom Sainte-Anne St Gervais Mourillons,14284,Penrose,-3.00000,-52.95000,17.65000,0.00000
Dom Sainte-Anne St Gervais Mourillons,14284,Ponsonby,0.00000,0.00000,17.65000,0.00000
Knebel Rottgen Riesling Trocken,12517,Blackmarket,0.00000,0.00000,27.81000,0.00000
Knebel Rottgen Riesling Trocken,12517,Head Office,0.00000,0.00000,27.81000,0.00000
Knebel Rottgen Riesling Trocken,12517,Parnell,-5.00000,-139.05000,27.81000,0.00000
Knebel Rottgen Riesling Trocken,12517,Penrose,15.00000,417.14999,27.81000,0.00000
Knebel Rottgen Riesling Trocken,12517,Ponsonby,0.00000,0.00000,27.81000,0.00000
Stein Palmberg Terrassen Trocken,12523,Blackmarket,0.00000,0.00000,21.75000,0.00000
Stein Palmberg Terrassen Trocken,12523,Head Office,0.00000,0.00000,21.75000,0.00000
Stein Palmberg Terrassen Trocken,12523,Parnell,0.00000,0.00000,21.75000,0.00000
Stein Palmberg Terrassen Trocken,12523,Penrose,0.00000,0.00000,21.75000,0.00000
Stein Palmberg Terrassen Trocken,12523,Ponsonby,0.00000,0.00000,21.75000,0.00000
Firstland Chardonnay 2002,10720,Blackmarket,0.00000,0.00000,9.15000,0.00000
Firstland Chardonnay 2002,10720,Head Office,0.00000,0.00000,9.15000,0.00000
Firstland Chardonnay 2002,10720,Parnell,0.00000,0.00000,9.15000,0.00000
Firstland Chardonnay 2002,10720,Penrose,0.00000,0.00000,9.15000,0.00000
Firstland Chardonnay 2002,10720,Ponsonby,0.00000,0.00000,9.15000,0.00000
Gogrewe O A Knieberg Trocken 2006,12540,Blackmarket,0.00000,0.00000,23.77000,0.00000
Gogrewe O A Knieberg Trocken 2006,12540,Head Office,0.00000,0.00000,23.77000,0.00000
Gogrewe O A Knieberg Trocken 2006,12540,Parnell,0.00000,0.00000,23.77000,0.00000
Gogrewe O A Knieberg Trocken 2006,12540,Penrose,0.00000,0.00000,23.77000,0.00000
Gogrewe O A Knieberg Trocken 2006,12540,Ponsonby,0.00000,0.00000,23.77000,0.00000
"Ch La Tour Blanche, Sauternes 2009 750ml",13522,Blackmarket,0.00000,0.00000,69.10000,0.00000
"Ch La Tour Blanche, Sauternes 2009 750ml",13522,Head Office,0.00000,0.00000,69.10000,0.00000
"Ch La Tour Blanche, Sauternes 2009 750ml",13522,Parnell,0.00000,0.00000,69.10000,0.00000
"Ch La Tour Blanche, Sauternes 2009 750ml",13522,Penrose,0.00000,0.00000,69.10000,0.00000
"Ch La Tour Blanche, Sauternes 2009 750ml",13522,Ponsonby,0.00000,0.00000,69.10000,0.00000
Wyndham Bin 444 Cab Sauv 1500,10063,Blackmarket,0.00000,0.00000,10.79000,0.00000
Wyndham Bin 444 Cab Sauv 1500,10063,Head Office,0.00000,0.00000,10.79000,0.00000
Wyndham Bin 444 Cab Sauv 1500,10063,Parnell,0.00000,0.00000,10.79000,0.00000
Wyndham Bin 444 Cab Sauv 1500,10063,Penrose,0.00000,0.00000,10.79000,0.00000
Wyndham Bin 444 Cab Sauv 1500,10063,Ponsonby,0.00000,0.00000,10.79000,0.00000
Feudi del Pisciotto Valli,15308,Blackmarket,0.00000,0.00000,12.00000,0.00000
Feudi del Pisciotto Valli,15308,Head Office,0.00000,0.00000,12.00000,0.00000
Feudi del Pisciotto Valli,15308,Parnell,0.00000,0.00000,12.00000,0.00000
Feudi del Pisciotto Valli,15308,Penrose,-11.00000,-132.00000,12.00000,0.00000
Feudi del Pisciotto Valli,15308,Ponsonby,0.00000,0.00000,12.00000,0.00000
Menhir Quota 29 Primitivo,11764,Blackmarket,0.00000,0.00000,11.75000,0.00000
Menhir Quota 29 Primitivo,11764,Head Office,0.00000,0.00000,11.75000,0.00000
Menhir Quota 29 Primitivo,11764,Parnell,0.00000,0.00000,11.75000,0.00000
Menhir Quota 29 Primitivo,11764,Penrose,4.00000,47.00000,11.75000,0.00000
Menhir Quota 29 Primitivo,11764,Ponsonby,0.00000,0.00000,11.75000,0.00000
Monte Forte Soave,11769,Blackmarket,0.00000,0.00000,12.67000,0.00000
Monte Forte Soave,11769,Head Office,0.00000,0.00000,12.67000,0.00000
Monte Forte Soave,11769,Parnell,0.00000,0.00000,12.67000,0.00000
Monte Forte Soave,11769,Penrose,0.00000,0.00000,12.67000,0.00000
Monte Forte Soave,11769,Ponsonby,0.00000,0.00000,12.67000,0.00000
"Ch Joanin Becot, St Emilion 2009",13544,Blackmarket,0.00000,0.00000,26.18000,0.00000
"Ch Joanin Becot, St Emilion 2009",13544,Head Office,0.00000,0.00000,26.18000,0.00000
"Ch Joanin Becot, St Emilion 2009",13544,Parnell,0.00000,0.00000,26.18000,0.00000
"Ch Joanin Becot, St Emilion 2009",13544,Penrose,0.00000,0.00000,26.18000,0.00000
"Ch Joanin Becot, St Emilion 2009",13544,Ponsonby,0.00000,0.00000,26.18000,0.00000
Cullen Diana Madeline Cabernet Merlot,10850,Blackmarket,0.00000,0.00000,63.50000,0.00000
Cullen Diana Madeline Cabernet Merlot,10850,Head Office,0.00000,0.00000,63.50000,0.00000
Cullen Diana Madeline Cabernet Merlot,10850,Parnell,0.00000,0.00000,63.50000,0.00000
Cullen Diana Madeline Cabernet Merlot,10850,Penrose,0.00000,0.00000,63.50000,0.00000
Cullen Diana Madeline Cabernet Merlot,10850,Ponsonby,0.00000,0.00000,63.50000,0.00000
Drouhin Musigny,10867,Blackmarket,0.00000,0.00000,182.87000,0.00000
Drouhin Musigny,10867,Head Office,0.00000,0.00000,182.87000,0.00000
Drouhin Musigny,10867,Parnell,0.00000,0.00000,182.87000,0.00000
Drouhin Musigny,10867,Penrose,0.00000,0.00000,182.87000,0.00000
Drouhin Musigny,10867,Ponsonby,0.00000,0.00000,182.87000,0.00000
San Pellegrino Chinotto/Citrus 24 Pack,13570,Blackmarket,-4.00000,-174.80000,43.70000,0.00000
San Pellegrino Chinotto/Citrus 24 Pack,13570,Head Office,0.00000,0.00000,43.70000,0.00000
San Pellegrino Chinotto/Citrus 24 Pack,13570,Parnell,0.00000,0.00000,43.70000,0.00000
San Pellegrino Chinotto/Citrus 24 Pack,13570,Penrose,6.00000,262.20001,43.70000,0.00000
San Pellegrino Chinotto/Citrus 24 Pack,13570,Ponsonby,0.00000,0.00000,43.70000,0.00000
Ch Cantenac St Emilion 08,10114,Blackmarket,0.00000,0.00000,39.95000,0.00000
Ch Cantenac St Emilion 08,10114,Head Office,0.00000,0.00000,39.95000,0.00000
Ch Cantenac St Emilion 08,10114,Parnell,0.00000,0.00000,39.95000,0.00000
Ch Cantenac St Emilion 08,10114,Penrose,0.00000,0.00000,39.95000,0.00000
Ch Cantenac St Emilion 08,10114,Ponsonby,0.00000,0.00000,39.95000,0.00000
Trimbach Riesling Clos St Hune 2005,11003,Blackmarket,0.00000,0.00000,119.00000,0.00000
Trimbach Riesling Clos St Hune 2005,11003,Head Office,0.00000,0.00000,119.00000,0.00000
Trimbach Riesling Clos St Hune 2005,11003,Parnell,0.00000,0.00000,119.00000,0.00000
Trimbach Riesling Clos St Hune 2005,11003,Penrose,4.00000,476.00000,119.00000,0.00000
Trimbach Riesling Clos St Hune 2005,11003,Ponsonby,0.00000,0.00000,119.00000,0.00000
Finca El Peral Merlot,14594,Blackmarket,0.00000,0.00000,12.60000,0.00000
Finca El Peral Merlot,14594,Head Office,0.00000,0.00000,12.60000,0.00000
Finca El Peral Merlot,14594,Parnell,0.00000,0.00000,12.60000,0.00000
Finca El Peral Merlot,14594,Penrose,3.00000,37.80000,12.60000,0.00000
Finca El Peral Merlot,14594,Ponsonby,0.00000,0.00000,12.60000,0.00000
Ch Senailhac 2000,11014,Blackmarket,0.00000,0.00000,9.22000,0.00000
Ch Senailhac 2000,11014,Head Office,0.00000,0.00000,9.22000,0.00000
Ch Senailhac 2000,11014,Parnell,0.00000,0.00000,9.22000,0.00000
Ch Senailhac 2000,11014,Penrose,0.00000,0.00000,9.22000,0.00000
Ch Senailhac 2000,11014,Ponsonby,0.00000,0.00000,9.22000,0.00000
Domaine Bergon Syrah,15486,Blackmarket,0.00000,0.00000,6.50000,0.00000
Domaine Bergon Syrah,15486,Head Office,-12.00000,-78.00000,6.50000,0.00000
Domaine Bergon Syrah,15486,Parnell,-4.00000,-26.00000,6.50000,0.00000
Domaine Bergon Syrah,15486,Penrose,24.00000,156.00000,6.50000,0.00000
Domaine Bergon Syrah,15486,Ponsonby,0.00000,0.00000,6.50000,0.00000
Valtravieso Reserva 1999,11047,Blackmarket,0.00000,0.00000,33.65000,0.00000
Valtravieso Reserva 1999,11047,Head Office,0.00000,0.00000,33.65000,0.00000
Valtravieso Reserva 1999,11047,Parnell,0.00000,0.00000,33.65000,0.00000
Valtravieso Reserva 1999,11047,Penrose,0.00000,0.00000,33.65000,0.00000
Valtravieso Reserva 1999,11047,Ponsonby,0.00000,0.00000,33.65000,0.00000
Ch Cantemerle 2006,11957,Blackmarket,0.00000,0.00000,28.75000,0.00000
Ch Cantemerle 2006,11957,Head Office,0.00000,0.00000,28.75000,0.00000
Ch Cantemerle 2006,11957,Parnell,0.00000,0.00000,28.75000,0.00000
Ch Cantemerle 2006,11957,Penrose,0.00000,0.00000,28.75000,0.00000
Ch Cantemerle 2006,11957,Ponsonby,0.00000,0.00000,28.75000,0.00000
Ch Fombrauge 2006,11963,Blackmarket,0.00000,0.00000,34.42000,0.00000
Ch Fombrauge 2006,11963,Head Office,0.00000,0.00000,34.42000,0.00000
Ch Fombrauge 2006,11963,Parnell,0.00000,0.00000,34.42000,0.00000
Ch Fombrauge 2006,11963,Penrose,0.00000,0.00000,34.42000,0.00000
Ch Fombrauge 2006,11963,Ponsonby,0.00000,0.00000,34.42000,0.00000
Ch Cap de Faugeres 2006,11971,Blackmarket,0.00000,0.00000,17.31000,0.00000
Ch Cap de Faugeres 2006,11971,Head Office,0.00000,0.00000,17.31000,0.00000
Ch Cap de Faugeres 2006,11971,Parnell,0.00000,0.00000,17.31000,0.00000
Ch Cap de Faugeres 2006,11971,Penrose,0.00000,0.00000,17.31000,0.00000
Ch Cap de Faugeres 2006,11971,Ponsonby,0.00000,0.00000,17.31000,0.00000
Gonzalez Byass Oloroso Matusalem 375ml,12966,Blackmarket,0.00000,0.00000,38.34000,0.00000
Gonzalez Byass Oloroso Matusalem 375ml,12966,Head Office,0.00000,0.00000,38.34000,0.00000
Gonzalez Byass Oloroso Matusalem 375ml,12966,Parnell,0.00000,0.00000,38.34000,0.00000
Gonzalez Byass Oloroso Matusalem 375ml,12966,Penrose,3.00000,115.02000,38.34000,0.00000
Gonzalez Byass Oloroso Matusalem 375ml,12966,Ponsonby,0.00000,0.00000,38.34000,0.00000
Geantet Pansiot Gevrey Chambertin Jeunes,12972,Blackmarket,0.00000,0.00000,67.66000,0.00000
Geantet Pansiot Gevrey Chambertin Jeunes,12972,Head Office,0.00000,0.00000,67.66000,0.00000
Geantet Pansiot Gevrey Chambertin Jeunes,12972,Parnell,0.00000,0.00000,67.66000,0.00000
Geantet Pansiot Gevrey Chambertin Jeunes,12972,Penrose,2.00000,135.32001,67.66000,0.00000
Geantet Pansiot Gevrey Chambertin Jeunes,12972,Ponsonby,0.00000,0.00000,67.66000,0.00000
Domaine de L'OLivier CdR l'Oree du Bois,13857,Blackmarket,0.00000,0.00000,16.46000,0.00000
Domaine de L'OLivier CdR l'Oree du Bois,13857,Head Office,0.00000,0.00000,16.46000,0.00000
Domaine de L'OLivier CdR l'Oree du Bois,13857,Parnell,0.00000,0.00000,16.46000,0.00000
Domaine de L'OLivier CdR l'Oree du Bois,13857,Penrose,0.00000,0.00000,16.46000,0.00000
Domaine de L'OLivier CdR l'Oree du Bois,13857,Ponsonby,0.00000,0.00000,16.46000,0.00000
Drouhin Chablis 'Vaudesir' 2002,10355,Blackmarket,0.00000,0.00000,54.50000,0.00000
Drouhin Chablis 'Vaudesir' 2002,10355,Head Office,0.00000,0.00000,54.50000,0.00000
Drouhin Chablis 'Vaudesir' 2002,10355,Parnell,0.00000,0.00000,54.50000,0.00000
Drouhin Chablis 'Vaudesir' 2002,10355,Penrose,0.00000,0.00000,54.50000,0.00000
Drouhin Chablis 'Vaudesir' 2002,10355,Ponsonby,0.00000,0.00000,54.50000,0.00000
Les Forts de Latour 2008,12992,Blackmarket,0.00000,0.00000,106.98000,0.00000
Les Forts de Latour 2008,12992,Head Office,0.00000,0.00000,106.98000,0.00000
Les Forts de Latour 2008,12992,Parnell,0.00000,0.00000,106.98000,0.00000
Les Forts de Latour 2008,12992,Penrose,0.00000,0.00000,106.98000,0.00000
Les Forts de Latour 2008,12992,Ponsonby,0.00000,0.00000,106.98000,0.00000
Ch Haut-Marbuzet 2008,12996,Blackmarket,0.00000,0.00000,48.84000,0.00000
Ch Haut-Marbuzet 2008,12996,Head Office,0.00000,0.00000,48.84000,0.00000
Ch Haut-Marbuzet 2008,12996,Parnell,0.00000,0.00000,48.84000,0.00000
Ch Haut-Marbuzet 2008,12996,Penrose,0.00000,0.00000,48.84000,0.00000
Ch Haut-Marbuzet 2008,12996,Ponsonby,0.00000,0.00000,48.84000,0.00000
DRC Echezeaux 2007,10378,Blackmarket,0.00000,0.00000,452.22000,0.00000
DRC Echezeaux 2007,10378,Head Office,0.00000,0.00000,452.22000,0.00000
DRC Echezeaux 2007,10378,Parnell,0.00000,0.00000,452.22000,0.00000
DRC Echezeaux 2007,10378,Penrose,0.00000,0.00000,452.22000,0.00000
DRC Echezeaux 2007,10378,Ponsonby,0.00000,0.00000,452.22000,0.00000
Yealands Estate Single Block M2 Sauvignon Blanc,15794,Blackmarket,-42.00000,-567.00000,13.50000,0.00000
Yealands Estate Single Block M2 Sauvignon Blanc,15794,Head Office,0.00000,0.00000,13.50000,0.00000
Yealands Estate Single Block M2 Sauvignon Blanc,15794,Parnell,0.00000,0.00000,13.50000,0.00000
Yealands Estate Single Block M2 Sauvignon Blanc,15794,Penrose,101.00000,1363.50000,13.50000,0.00000
Yealands Estate Single Block M2 Sauvignon Blanc,15794,Ponsonby,-1.00000,-13.50000,13.50000,0.00000
Drouhin Saint Romain 2000 Blanc,10385,Blackmarket,0.00000,0.00000,19.60000,0.00000
Drouhin Saint Romain 2000 Blanc,10385,Head Office,0.00000,0.00000,19.60000,0.00000
Drouhin Saint Romain 2000 Blanc,10385,Parnell,0.00000,0.00000,19.60000,0.00000
Drouhin Saint Romain 2000 Blanc,10385,Penrose,0.00000,0.00000,19.60000,0.00000
Drouhin Saint Romain 2000 Blanc,10385,Ponsonby,0.00000,0.00000,19.60000,0.00000
Kumeu River Coddington Chardonnay,12141,Blackmarket,0.00000,0.00000,30.43000,0.00000
Kumeu River Coddington Chardonnay,12141,Head Office,0.00000,0.00000,30.43000,0.00000
Kumeu River Coddington Chardonnay,12141,Parnell,0.00000,0.00000,30.43000,0.00000
Kumeu River Coddington Chardonnay,12141,Penrose,5.00000,152.14999,30.43000,0.00000
Kumeu River Coddington Chardonnay,12141,Ponsonby,1.00000,30.43000,30.43000,0.00000
Romain Bouchard Chablis Le Grand Bois,13144,Blackmarket,0.00000,0.00000,26.26000,0.00000
Romain Bouchard Chablis Le Grand Bois,13144,Head Office,0.00000,0.00000,26.26000,0.00000
Romain Bouchard Chablis Le Grand Bois,13144,Parnell,0.00000,0.00000,26.26000,0.00000
Romain Bouchard Chablis Le Grand Bois,13144,Penrose,0.00000,0.00000,26.26000,0.00000
Romain Bouchard Chablis Le Grand Bois,13144,Ponsonby,0.00000,0.00000,26.26000,0.00000
Alto Las Pizarras del Jalon,12270,Blackmarket,58.00000,1269.04004,21.88000,0.00000
Alto Las Pizarras del Jalon,12270,Head Office,0.00000,0.00000,21.88000,0.00000
Alto Las Pizarras del Jalon,12270,Parnell,-1.00000,-21.88000,21.88000,0.00000
Alto Las Pizarras del Jalon,12270,Penrose,-3.00000,-65.64000,21.88000,0.00000
Alto Las Pizarras del Jalon,12270,Ponsonby,0.00000,0.00000,21.88000,0.00000
Pirineos Montesierra Tempranillo,14049,Blackmarket,0.00000,0.00000,8.50000,0.00000
Pirineos Montesierra Tempranillo,14049,Head Office,0.00000,0.00000,8.50000,0.00000
Pirineos Montesierra Tempranillo,14049,Parnell,0.00000,0.00000,8.50000,0.00000
Pirineos Montesierra Tempranillo,14049,Penrose,2.00000,17.00000,8.50000,0.00000
Pirineos Montesierra Tempranillo,14049,Ponsonby,0.00000,0.00000,8.50000,0.00000
Cardboard Tube 100mm,11394,Blackmarket,0.00000,0.00000,1.50000,0.00000
Cardboard Tube 100mm,11394,Head Office,0.00000,0.00000,1.50000,0.00000
Cardboard Tube 100mm,11394,Parnell,0.00000,0.00000,1.50000,0.00000
Cardboard Tube 100mm,11394,Penrose,-2.00000,-3.00000,1.50000,0.00000
Cardboard Tube 100mm,11394,Ponsonby,0.00000,0.00000,1.50000,0.00000
St Cosme Cotes du Rhone 2003,10478,Blackmarket,0.00000,0.00000,10.21000,0.00000
St Cosme Cotes du Rhone 2003,10478,Head Office,0.00000,0.00000,10.21000,0.00000
St Cosme Cotes du Rhone 2003,10478,Parnell,0.00000,0.00000,10.21000,0.00000
St Cosme Cotes du Rhone 2003,10478,Penrose,0.00000,0.00000,10.21000,0.00000
St Cosme Cotes du Rhone 2003,10478,Ponsonby,0.00000,0.00000,10.21000,0.00000
Drouhin Bonnes Mares 2007,13178,Blackmarket,0.00000,0.00000,192.00000,0.00000
Drouhin Bonnes Mares 2007,13178,Head Office,-2.00000,-384.00000,192.00000,0.00000
Drouhin Bonnes Mares 2007,13178,Parnell,0.00000,0.00000,192.00000,0.00000
Drouhin Bonnes Mares 2007,13178,Penrose,2.00000,384.00000,192.00000,0.00000
Drouhin Bonnes Mares 2007,13178,Ponsonby,0.00000,0.00000,192.00000,0.00000
Ch Coutet 1999,10492,Blackmarket,0.00000,0.00000,48.70000,0.00000
Ch Coutet 1999,10492,Head Office,0.00000,0.00000,48.70000,0.00000
Ch Coutet 1999,10492,Parnell,0.00000,0.00000,48.70000,0.00000
Ch Coutet 1999,10492,Penrose,0.00000,0.00000,48.70000,0.00000
Ch Coutet 1999,10492,Ponsonby,0.00000,0.00000,48.70000,0.00000
Santa Duc CDR Cairanne Selection 2000,10497,Blackmarket,0.00000,0.00000,12.45000,0.00000
Santa Duc CDR Cairanne Selection 2000,10497,Head Office,0.00000,0.00000,12.45000,0.00000
Santa Duc CDR Cairanne Selection 2000,10497,Parnell,0.00000,0.00000,12.45000,0.00000
Santa Duc CDR Cairanne Selection 2000,10497,Penrose,0.00000,0.00000,12.45000,0.00000
Santa Duc CDR Cairanne Selection 2000,10497,Ponsonby,0.00000,0.00000,12.45000,0.00000
Ch La Lagune 2005,11417,Blackmarket,0.00000,0.00000,52.86000,0.00000
Ch La Lagune 2005,11417,Head Office,0.00000,0.00000,52.86000,0.00000
Ch La Lagune 2005,11417,Parnell,0.00000,0.00000,52.86000,0.00000
Ch La Lagune 2005,11417,Penrose,0.00000,0.00000,52.86000,0.00000
Ch La Lagune 2005,11417,Ponsonby,0.00000,0.00000,52.86000,0.00000
Black Chook Shiraz 'Chook Shed',12320,Blackmarket,-1.00000,-13.75000,13.75000,0.00000
Black Chook Shiraz 'Chook Shed',12320,Head Office,0.00000,0.00000,13.75000,0.00000
Black Chook Shiraz 'Chook Shed',12320,Parnell,0.00000,0.00000,13.75000,0.00000
Black Chook Shiraz 'Chook Shed',12320,Penrose,1.00000,13.75000,13.75000,0.00000
Black Chook Shiraz 'Chook Shed',12320,Ponsonby,0.00000,0.00000,13.75000,0.00000
Breuil Calvados FINE 700,14996,Blackmarket,0.00000,0.00000,34.79000,0.00000
Breuil Calvados FINE 700,14996,Head Office,0.00000,0.00000,34.79000,0.00000
Breuil Calvados FINE 700,14996,Parnell,0.00000,0.00000,34.79000,0.00000
Breuil Calvados FINE 700,14996,Penrose,-2.00000,-69.58000,34.79000,0.00000
Breuil Calvados FINE 700,14996,Ponsonby,0.00000,0.00000,34.79000,0.00000
Champagne Bollinger RD1997,12331,Blackmarket,0.00000,0.00000,214.17000,0.00000
Champagne Bollinger RD1997,12331,Head Office,0.00000,0.00000,214.17000,0.00000
Champagne Bollinger RD1997,12331,Parnell,0.00000,0.00000,214.17000,0.00000
Champagne Bollinger RD1997,12331,Penrose,1.00000,214.17000,214.17000,0.00000
Champagne Bollinger RD1997,12331,Ponsonby,0.00000,0.00000,214.17000,0.00000
Dow's Vintage Port 1997,13400,Blackmarket,0.00000,0.00000,78.02000,0.00000
Dow's Vintage Port 1997,13400,Head Office,0.00000,0.00000,78.02000,0.00000
Dow's Vintage Port 1997,13400,Parnell,0.00000,0.00000,78.02000,0.00000
Dow's Vintage Port 1997,13400,Penrose,6.00000,468.12000,78.02000,0.00000
Dow's Vintage Port 1997,13400,Ponsonby,0.00000,0.00000,78.02000,0.00000
Chimay Blue 750ml,15186,Blackmarket,0.00000,0.00000,16.00000,0.00000
Chimay Blue 750ml,15186,Head Office,0.00000,0.00000,16.00000,0.00000
Chimay Blue 750ml,15186,Parnell,0.00000,0.00000,16.00000,0.00000
Chimay Blue 750ml,15186,Penrose,0.00000,0.00000,16.00000,0.00000
Chimay Blue 750ml,15186,Ponsonby,0.00000,0.00000,16.00000,0.00000
Spater-Veit Spatlese Trocken,12536,Blackmarket,0.00000,0.00000,20.14000,0.00000
Spater-Veit Spatlese Trocken,12536,Head Office,0.00000,0.00000,20.14000,0.00000
Spater-Veit Spatlese Trocken,12536,Parnell,0.00000,0.00000,20.14000,0.00000
Spater-Veit Spatlese Trocken,12536,Penrose,0.00000,0.00000,20.14000,0.00000
Spater-Veit Spatlese Trocken,12536,Ponsonby,0.00000,0.00000,20.14000,0.00000
Leasingham Bin 61 Shiraz,11639,Blackmarket,0.00000,0.00000,17.06000,0.00000
Leasingham Bin 61 Shiraz,11639,Head Office,0.00000,0.00000,17.06000,0.00000
Leasingham Bin 61 Shiraz,11639,Parnell,0.00000,0.00000,17.06000,0.00000
Leasingham Bin 61 Shiraz,11639,Penrose,0.00000,0.00000,17.06000,0.00000
Leasingham Bin 61 Shiraz,11639,Ponsonby,0.00000,0.00000,17.06000,0.00000
"Ch de Francs, Cote de Francs 2005",12555,Blackmarket,0.00000,0.00000,13.67000,0.00000
"Ch de Francs, Cote de Francs 2005",12555,Head Office,0.00000,0.00000,13.67000,0.00000
"Ch de Francs, Cote de Francs 2005",12555,Parnell,0.00000,0.00000,13.67000,0.00000
"Ch de Francs, Cote de Francs 2005",12555,Penrose,1.00000,13.67000,13.67000,0.00000
"Ch de Francs, Cote de Francs 2005",12555,Ponsonby,0.00000,0.00000,13.67000,0.00000
Ch Pavie 2003,11657,Blackmarket,0.00000,0.00000,199.00000,0.00000
Ch Pavie 2003,11657,Head Office,0.00000,0.00000,199.00000,0.00000
Ch Pavie 2003,11657,Parnell,0.00000,0.00000,199.00000,0.00000
Ch Pavie 2003,11657,Penrose,0.00000,0.00000,199.00000,0.00000
Ch Pavie 2003,11657,Ponsonby,0.00000,0.00000,199.00000,0.00000
Trimbach Pinot Gris RP 1995,12563,Blackmarket,0.00000,0.00000,40.00000,0.00000
Trimbach Pinot Gris RP 1995,12563,Head Office,0.00000,0.00000,40.00000,0.00000
Trimbach Pinot Gris RP 1995,12563,Parnell,0.00000,0.00000,40.00000,0.00000
Trimbach Pinot Gris RP 1995,12563,Penrose,4.00000,160.00000,40.00000,0.00000
Trimbach Pinot Gris RP 1995,12563,Ponsonby,0.00000,0.00000,40.00000,0.00000
Wild South Sauvignon Blanc,14335,Blackmarket,0.00000,0.00000,9.04000,0.00000
Wild South Sauvignon Blanc,14335,Head Office,0.00000,0.00000,9.04000,0.00000
Wild South Sauvignon Blanc,14335,Parnell,0.00000,0.00000,9.04000,0.00000
Wild South Sauvignon Blanc,14335,Penrose,1.00000,9.04000,9.04000,0.00000
Wild South Sauvignon Blanc,14335,Ponsonby,0.00000,0.00000,9.04000,0.00000
Eclisse Espresso Cream 500ml,13449,Blackmarket,0.00000,0.00000,24.00000,0.00000
Eclisse Espresso Cream 500ml,13449,Head Office,0.00000,0.00000,24.00000,0.00000
Eclisse Espresso Cream 500ml,13449,Parnell,0.00000,0.00000,24.00000,0.00000
Eclisse Espresso Cream 500ml,13449,Penrose,-2.00000,-48.00000,24.00000,0.00000
Eclisse Espresso Cream 500ml,13449,Ponsonby,0.00000,0.00000,24.00000,0.00000
Domaine Lafage Cadireta,15232,Blackmarket,0.00000,0.00000,9.75000,0.00000
Domaine Lafage Cadireta,15232,Head Office,0.00000,0.00000,9.75000,0.00000
Domaine Lafage Cadireta,15232,Parnell,0.00000,0.00000,9.75000,0.00000
Domaine Lafage Cadireta,15232,Penrose,-1.00000,-9.75000,9.75000,0.00000
Domaine Lafage Cadireta,15232,Ponsonby,0.00000,0.00000,9.75000,0.00000
Chambers Rare Tokay 375ml,10014,Blackmarket,0.00000,0.00000,222.00000,0.00000
Chambers Rare Tokay 375ml,10014,Head Office,0.00000,0.00000,222.00000,0.00000
Chambers Rare Tokay 375ml,10014,Parnell,0.00000,0.00000,222.00000,0.00000
Chambers Rare Tokay 375ml,10014,Penrose,0.00000,0.00000,222.00000,0.00000
Chambers Rare Tokay 375ml,10014,Ponsonby,0.00000,0.00000,222.00000,0.00000
"Ch Lafon Rochet, St Estephe 2009",13561,Blackmarket,0.00000,0.00000,54.00000,0.00000
"Ch Lafon Rochet, St Estephe 2009",13561,Head Office,0.00000,0.00000,54.00000,0.00000
"Ch Lafon Rochet, St Estephe 2009",13561,Parnell,0.00000,0.00000,54.00000,0.00000
"Ch Lafon Rochet, St Estephe 2009",13561,Penrose,0.00000,0.00000,54.00000,0.00000
"Ch Lafon Rochet, St Estephe 2009",13561,Ponsonby,0.00000,0.00000,54.00000,0.00000
Ch Bertineau St Vincent 2000,10106,Blackmarket,0.00000,0.00000,25.95000,0.00000
Ch Bertineau St Vincent 2000,10106,Head Office,0.00000,0.00000,25.95000,0.00000
Ch Bertineau St Vincent 2000,10106,Parnell,0.00000,0.00000,25.95000,0.00000
